vibration,acoustic,temperature,current,IMF_1,vibration_roll_mean,vibration_roll_std,vibration_lag1,acoustic_roll_mean,acoustic_roll_std,acoustic_lag1,temperature_roll_mean,temperature_roll_std,temperature_lag1,current_roll_mean,current_roll_std,current_lag1,IMF_1_roll_mean,IMF_1_roll_std,IMF_1_lag1,hour,machine_enc
-0.15583344452639877,0.10283739656722314,0.11115126176512403,0.6501515755412464,0.4967371744075202,-0.34769605836257855,-1.438307538763898,-0.15487381900624683,0.2328227662117268,-1.5942226960904944,0.10325541590148087,0.2554329175372199,-1.6499492364664239,0.11212649108339158,1.4760086421681704,-1.6150277164090494,0.6491100187607297,1.0716692895317828,-2.720430633552742,0.4957984511681857,-1.5666989036012806,-1.224744871391589
4.059243524114382,1.8535020438935474,2.2137428493868203,2.5145165096207296,2.9496612938039957,4.337105626261692,3.767780795424272,-0.15487381900624683,2.222141204249604,0.7226661505784657,0.10325541590148087,2.67861828344699,1.1923793815230523,0.11212649108339158,3.599192749150945,0.875064812590092,0.6491100187607297,3.7306979454360127,2.3407443873257727,0.4957984511681857,-1.5666989036012806,-1.224744871391589
0.09297318209475863,-0.40661527858064955,0.15162896077816354,-0.02613766525228993,0.3344113135651062,2.9598606865689114,2.6927085206377397,4.059866470396765,1.1731002642613748,0.6245854934677649,1.8534169668796978,1.9019895333746546,0.648789226923245,2.213889399480567,2.378014962128177,0.8703533368961978,2.5143482580882073,2.727044972374123,1.55530041955953,2.9510704525836746,-1.5666989036012806,-1.224744871391589
-0.36805086135032633,-0.8327029705225057,-0.2958744894215328,-0.5836193367172342,0.4967371744075202,2.0150381245946276,2.2470245157801143,0.09391293418768115,0.40649342350074735,0.6140343761733983,-0.40605085554720716,1.2558067691320567,0.5114828007457436,0.15258823691349913,1.4499892290924026,0.9319903403393139,-0.02749600923060846,2.3132010516635373,0.944113432706918,0.33331721578039586,-1.5666989036012806,-1.224744871391589
3.188420330940331,0.8068083658624644,2.6612462995865167,2.2951794585525547,2.9135888802834593,3.0292651559707484,2.217104707118619,-0.3670742849657729,0.6917343212299891,0.38900905116747386,-0.8320161007588361,2.2313008565421506,0.9533143724755668,-0.2947388419860051,2.204552208289714,0.9971281718547531,-0.5852388160883354,3.1128648165641484,1.2624621905027895,0.4957984511681857,-1.5666989036012806,-1.224744871391589
-0.44854712290423016,0.19546515568501818,-0.9907416558120187,-0.7024269060458278,-0.08042144192106226,2.8991317758422963,2.3157155737632458,3.1891128342180175,0.733836298754598,0.3822537672347978,0.8070240819033033,1.723339004437,1.4144647993169304,2.661216478380071,1.5884125066554944,1.3683566055148761,2.294908465226151,2.8626032960084555,1.609011620130551,2.9149635113863877,-1.5666989036012806,-1.224744871391589
-0.046065815134711675,-0.6474474522869167,-0.41281006434808926,-1.2324914461272494,1.2542578583387842,1.0740111195407616,1.231275245826919,-0.4475641168814554,-0.40291709440990153,-0.335011900460121,0.19585655616487868,0.5125238141128917,1.0700004341727116,-0.9893321454028258,-0.11846099111496866,0.990148687477955,-0.7041020372219482,2.127460079376109,0.7286951251582953,-0.08191260798839986,-1.5666989036012806,-1.224744871391589
-0.8656641145926411,0.16767682794967967,-0.7838556386342703,-0.40083846082708796,0.8213888960923476,0.6478242996200814,1.4355232316643909,-0.04511495730304332,-0.14188483375731317,-0.33501190046012075,-0.6468138202320415,0.08127456824402693,1.2064996230463472,-0.411628329939647,-0.2891483408920168,1.006278305565995,-1.234414869971917,2.3386182373449738,0.5892775831883379,1.254044216311204,-1.5666989036012806,-1.224744871391589
-0.29487244175586824,0.6308156235386538,-0.41505882540436706,-1.0405715264425976,-0.42310937036615837,0.6803576446521926,1.4232453656816506,-0.8646477913536288,0.5233264111315444,-0.5403048766749994,0.16807621408585935,0.026331755669383887,1.2209177107428149,-0.7825276667156185,-0.4973036454981705,1.1042031373130528,-0.40237232203662104,1.93976393895934,1.1114726588878558,0.8207609219437648,-1.5666989036012806,-1.224744871391589
-0.4705006487825676,-0.8790168500814033,-1.1369111244702126,0.1657822544323618,-1.1806300542974228,-0.9463096069534568,-0.9162382988162912,-0.2939017104969705,-0.24292957981637814,-0.41073068710243377,0.6310819154028474,-1.7245816488318284,-1.019745860842701,-0.4138762047079842,-1.4673073649628487,-0.5710755288210876,-1.0424050512176188,0.16447127751739735,0.12237889924161033,-0.42492854936262286,-1.5666989036012806,-1.224744871391589
